Content,Label
"If Mostly Martha is mostly unsurprising , it 's still a sweet , even delectable diversion .",0.73611
A wild comedy that could only spring from the demented mind of the writer of Being John Malkovich .,0.72222
Schnitzler does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past . ',0.5
"A fresh-faced , big-hearted and frequently funny thrill ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . '",0.19444
"Mana gives us compelling , damaged characters who we want to help -- or hurt .",0.625
"The sentimental script has problems , but the actors pick up the slack .",0.65278
A good documentary can make interesting a subject you thought would leave you cold .,0.56944
A case in point : Doug Pray 's Scratch .,0.29167
Abderrahmane Sissako 's Heremakono -LRB- Waiting for Happiness -RRB- is an elegiac portrait of a transit city on the West African coast struggling against foreign influences .,0.11111
"In XXX , Diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep .",0.27778
An engrossing and grim portrait of hookers : what they think of themselves and their clients .,0.52778
"It all plays out ... like a high-end John Hughes comedy , a kind of Elder Bueller 's Time Out .",0.20833
"The film is enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work .",0.72222
This is one of the rarest kinds of films : a family-oriented non-Disney film that is actually funny without hitting below the belt .,0.90278
It is refreshingly undogmatic about its characters .,0.51389
A moving and important film .,0.30556
"Deep intelligence and a warm , enveloping affection breathe out of every frame .",0.15278
"Famuyiwa 's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the clich̩-riddled genre can offer .",0.66667
Showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .,0.77778
"Sweet Home Alabama is n't going to win any Academy Awards , but this date-night diversion will definitely win some hearts .",0.81944
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack,0.81944
"A gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost .",0.5
"Even though many of these guys are less than adorable -LRB- their lamentations are pretty much self-centered -RRB- , there 's something vital about the movie .",0.22222
A tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers .,0.41667
"It is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise .",0.20833
"When twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we 'd live in if Argento 's Hollywood counterparts ... had this much imagination and nerve .",0.51389
Maryam is more timely now than ever .,0.77778
"An eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake .",0.69444
Piccoli gives a superb performance full of deep feeling .,0.58333
"What a concept , what an idea , what a thrill ride .",0.63889
This is a more fascinating look at the future than `` Bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen .,0.55556
The rare movie that 's as crisp and to the point as the novel on which it 's based .,0.55556
"A film of epic scale with an intimate feeling , a saga of the ups and downs of friendships .",0.16667
Sayles has an eye for the ways people of different ethnicities talk to and about others outside the group .,0.5
`` Nicholas Nickleby '' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year .,0.16667
"Charlie Hunnam has the twinkling eyes , repressed smile and determined face needed to carry out a Dickensian hero .",0.19444
"Niccol the filmmaker merges his collaborators ' symbolic images with his words , insinuating , for example , that in Hollywood , only God speaks to the press",0.097222
"Khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum .",0.56944
"Impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` Manhunter ' was .",0.73611
It 's a solid movie about people whose lives are anything but .,0.5
"Though a touch too Arthouse 101 in its poetic symbolism , Heaven proves to be a good match of the sensibilities of two directors .",0.75
I simply ca n't recommend it enough .,0.66667
Wiseman reveals the victims of domestic abuse in all of their pity and terror .,0.77778
"Muccino , who directed from his own screenplay , is a canny crowd pleaser , and The Last Kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex .",0.83333
We want the funk - and this movie 's got it .,0.94444
"Wow , so who knew Charles Dickens could be so light-hearted ?",0.69444
"Many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and I do n't think that A.C. will help this movie one bit .",0.80556
"The storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome .",0.80556
"A miraculous movie , I 'm Going Home is so slight , yet overflows with wisdom and emotion .",0.88889
"Baran is shockingly devoid of your typical Majid Majidi shoe-loving , crippled children .",0.76389
"Every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat .",0.72222
"A fine , rousing , G-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats .",0.79167
"The series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities .",0.66667
Richly entertaining and suggestive of any number of metaphorical readings .,0.83333
A compelling allegory about the last days of Germany 's democratic Weimar Republic .,0.84722
Offers a guilt-free trip into feel-good territory .,0.63889
"A B-movie you can sit through , enjoy on a certain level and then forget .",0.43056
Devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .,0.34722
"Disappointingly , the characters are too strange and dysfunctional , Tom included , to ever get under the skin , but this is compensated in large part by the off-the-wall dialogue , visual playfulness and the outlandishness of the idea itself .",0.13889
"Director Todd Solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates .",0.51389
"The word that comes to mind , while watching Eric Rohmer 's tribute to a courageous Scottish lady , is painterly .",0.5
A fascinating case study of flower-power liberation -- and the price that was paid for it .,0.5
"Bluer than the Atlantic and more biologically detailed than an autopsy , the movie ... is , also , frequently hilarious .",0.41667
"Really is a pan-American movie , with moments of genuine insight into the urban heart .",0.5
"An overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort .",0.43056
"Peppering this urban study with references to Norwegian folktales , Villeneuve creates in Maelstrom a world where the bizarre is credible and the real turns magical .",0.61111
Ong 's promising debut is a warm and well-told tale of one recent Chinese immigrant 's experiences in New York City .,0.52778
That the real Antwone Fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .,0.61111
"There 's not much to Fatale , outside of its stylish surprises ... but that 's OK .",0.25
"What redeems the film is the cast , particularly the Ya-Yas themselves .",0.15278
"Beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images .",0.125
"It 's up to -LRB- Watts -RRB- to lend credibility to this strange scenario , and her presence succeeds in making us believe .",0.11111
"The film is darkly atmospheric , with Herrmann quietly suggesting the sadness and obsession beneath Hearst 's forced avuncular chortles .",0.20833
"Shyamalan takes a potentially trite and overused concept -LRB- aliens come to Earth -RRB- and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion .",0.041667
"... the story , like Ravel 's Bolero , builds to a crescendo that encompasses many more paths than we started with .",0.069444
"It 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless .",0.76389
"Indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost Dadaist proportions .",0.61111
Gondry 's direction is adequate ... but what gives Human Nature its unique feel is Kaufman 's script .,0.94444
"The film 's plot may be shallow , but you 've never seen the deep like you see it in these harrowing surf shots .",0.80556
"With a large cast representing a broad cross-section , Tavernier 's film bounds along with the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes .",0.59722
The observations of this social\/economic\/urban environment are canny and spiced with irony .,0.73611
Renner carries much of the film with a creepy and dead-on performance .,0.72222
Jarecki and Gibney do find enough material to bring Kissinger 's record into question and explain how the diplomat 's tweaked version of statecraft may have cost thousands and possibly millions of lives .,0.30556
"The spaniel-eyed Jean Reno infuses Hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart .",0.61111
Aniston has at last decisively broken with her Friends image in an independent film of satiric fire and emotional turmoil .,0.81944
A mildly enjoyable if toothless adaptation of a much better book .,0.84722
"Unexpected , and often contradictory , truths emerge .",1
"300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .",0.88889
"Intelligent , caustic take on a great writer and dubious human being .",0.83333
"May take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours .",0.65278
Less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .,0.5
The film is one of the year 's best .,0.5
Eerily accurate depiction of depression .,0.41667
... a delicious crime drama on par with the slickest of Mamet .,0.52778
"Charming and witty , it 's also somewhat clumsy .",0.125
"Directed with purpose and finesse by England 's Roger Mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as Notting Hill to commercial fare with real thematic heft .",0.625
"Escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions .",0.63889
"This big screen caper has a good bark , far from being a bow-wow .",0.41667
-LRB- Allen -RRB- manages to breathe life into this somewhat tired premise .,0.34722
I have two words to say about Reign of Fire .,0.48611
Great dragons !,0.33333
"By surrounding us with hyper-artificiality , Haynes makes us see familiar issues , like racism and homophobia , in a fresh way .",0.59722
"A deliberative account of a lifestyle characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom .",0.77778
Superb production values & Christian Bale 's charisma make up for a derivative plot .,0.5
The film has the courage of its convictions and excellent performances on its side .,0.55556
"I know I should n't have laughed , but hey , those farts got to my inner nine-year-old .",0.23611
"A movie that will thrill you , touch you and make you laugh as well .",0.47222
"It 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers .",0.22222
"More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet .",0.48611
"The case is a convincing one , and should give anyone with a conscience reason to pause .",0.38889
The actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness .,0.76389
Diverting French comedy in which a husband has to cope with the pesky moods of jealousy .,0.97222
Captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head .,0.86111
"There is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure .",0.88889
"Coy but exhilarating , with really solid performances by Ving Rhames and Wesley Snipes .",0.5
"It is a likable story , told with competence .",0.44444
"Not only does Spider-Man deliver , but I suspect it might deliver again and again .",0.5
Tackles the difficult subject of grief and loss with such life-embracing spirit that the theme does n't drag an audience down .,0.65278
A small movie with a big impact .,0.45833
"The movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .",0.5
"I admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for Vincent 's complaint .",0.5
"Like Rudy Yellow Lodge , Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .",0.33333
a delightful romantic comedy with plenty of bite .,0.51389
"It 's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones .",0.58333
"Using an endearing cast , writer\/director Dover Kosashvili takes a slightly dark look at relationships , both sexual and kindred .",0.36111
"When a movie has stuck around for this long , you know there 's something there .",0.84722
It 's that good .,0.86111
"Smart , sassy interpretation of the Oscar Wilde play .",0.80556
Forget about one Oscar nomination for Julianne Moore this year - she should get all five .,0.86111
Japanese director Shohei Imamura 's latest film is an odd but ultimately satisfying blend of the sophomoric and the sublime .,0.375
"Kwan is a master of shadow , quietude , and room noise , and Lan Yu is a disarmingly lived-in movie .",0.65278
While the plot follows a predictable connect-the-dots course ... director John Schultz colors the picture in some evocative shades .,0.41667
"Katz 's documentary does n't have much panache , but with material this rich it does n't need it .",0.5
"We get an image of Big Papa spanning history , rather than suspending it .",0.56944
"Evelyn 's strong cast and surehanded direction make for a winning , heartwarming yarn .",0.5
A conventional but heartwarming tale .,0.83333
This is one of the outstanding thrillers of recent years .,0.83333
"Skins has a desolate air , but Eyre , a Native American raised by white parents , manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor .",0.65278
A film of quiet power .,0.83333
"More concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers , Soderbergh 's Solaris is a gorgeous and deceptively minimalist cinematic tone poem .",0.80556
An intelligent romantic thriller of a very old-school kind of quality .,0.77778
The sword fighting is well done and Auteuil is a goofy pleasure .,0.88889
"Yes , MIBII is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it .",0.86111
"Film ca n't quite maintain its initial momentum , but remains sporadically funny throughout .",0.44444
"O Fantasma is boldly , confidently orchestrated , aesthetically and sexually , and its impact is deeply and rightly disturbing .",0.41667
"It 's still Adam Sandler , and it 's not Little Nicky .",0.38889
"And for many of us , that 's good enough .",0.5
Here 's yet another cool crime movie that actually manages to bring something new into the mix .,0.61111
"Lee 's achievement extends to his supple understanding of the role that Brown played in American culture as an athlete , a movie star , and an image of black indomitability .",0.52778
Kaufman and Jonze take huge risks to ponder the whole notion of passion -- our desire as human beings for passion in our lives and the emptiness one feels when it is missing .,0.5
"It tends to remind one of a really solid Woody Allen film , with its excellent use of New York locales and sharp writing",0.61111
"While centered on the life experiences of a particular theatrical family , this marvelous documentary touches -- ever so gracefully -- on the entire history of the Yiddish theater , both in America and Israel .",0.54167
"The film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .",0.70833
The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D .,0.30556
"Has an unmistakable , easy joie de vivre .",0.27778
"More than anything else , Kissing Jessica Stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake Sleepless in Seattle again and again .",0.26389
This movie has the usual impossible stunts ... But it has just as many scenes that are lean and tough enough to fit in any modern action movie .,0.73611
"Mostly works because of the universal themes , earnest performances ... and excellent use of music by India 's popular Gulzar and Jagjit Singh .",0.73611
"... the one thing this Wild film has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house .",0.83333
That 's fun for kids of any age .,0.91667
"Writer\/director David Caesar ladles on the local flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza .",0.68056
Rarely have I seen a film so willing to champion the fallibility of the human heart .,0.56944
"Holofcener rejects patent solutions to dramatize life 's messiness from inside out , in all its strange quirks .",0.52778
"Like The Full Monty , this is sure to raise audience 's spirits and leave them singing long after the credits roll .",0.38889
"... a gleefully grungy , hilariously wicked black comedy ...",0.5
Kinnear and Dafoe give what may be the performances of their careers .,0.51389
"All in all , a great party .",0.51389
A moving story of determination and the human spirit .,0.5
`` Brown Sugar '' admirably aspires to be more than another `` Best Man '' clone by weaving a theme throughout this funny film .,0.41667
"-LRB- Gulpilil -RRB- is a commanding screen presence , and his character 's abundant humanism makes him the film 's moral compass .",0.55556
An effortlessly accomplished and richly resonant work .,0.54167
"In some ways , Lagaan is quintessential Bollywood .",0.72222
"Except it 's much , much better .",0.125
"Though it never rises to its full potential as a film , still offers a great deal of insight into the female condition and the timeless danger of emotions repressed .",0.5
"Scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf .",0.5
"What enlivens this film , beyond the astute direction of Cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates .",0.44444
"The emotion is impressively true for being so hot-blooded , and both leads are up to the task .",0.66667
"Although it lacks the detail of the book , the film does pack some serious suspense .",0.30556
I 'd watch these two together again in a New York minute .,0.51389
"There 's nothing like love to give a movie a B-12 shot , and CQ shimmers with it .",0.5
"A moving essay about the specter of death , especially suicide .",0.48611
"This film is so different from The Apple and so striking that it can only encourage us to see Samira Makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success .",0.43056
Like a less dizzily gorgeous companion to Mr. Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .,0.52778
"... a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor .",0.58333
Coral Reef Adventure is a heavyweight film that fights a good fight on behalf of the world 's endangered reefs -- and it lets the pictures do the punching .,0.375
"The overall result is an intelligent , realistic portrayal of testing boundaries .",0.29167
"Poignant and moving , A Walk to Remember is an inspirational love story , capturing the innocence and idealism of that first encounter .",0.5
Worth a salute just for trying to be more complex than your average film .,0.55556
Handsome and sophisticated approach to the workplace romantic comedy .,0.5
"A shimmeringly lovely coming-of-age portrait , shot in artful , watery tones of blue , green and brown .",0.51389
"While Cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller , it 's got just enough charm and appealing character quirks to forgive that still serious problem .",0.25
"In many ways , reminiscent of 1992 's Unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",0.43056
"We admire this film for its harsh objectivity and refusal to seek our tears , our sympathies .",0.61111
"An often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century .",0.56944
"The entire cast is first-rate , especially Sorvino .",0.55556
The Cat 's Meow marks a return to form for director Peter Bogdanovich ...,0.61111
This one is strictly a lightweight escapist film .,0.51389
"This sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem .",0.66667
The culmination of everyone 's efforts is given life when A Selection appears in its final form -LRB- in `` Last Dance '' -RRB- .,0.5
"In questioning the election process , Payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the Iranian people already possess , with or without access to the ballot box .",0.48611
A very charming and funny movie .,0.13889
This is a film that manages to find greatness in the hue of its drastic iconography .,0.44444
"Streamlined to a tight , brisk 85-minute screwball thriller , `` Big Trouble '' is funny , harmless and as substantial as a tub of popcorn with extra butter .",0.61111
Consummate actor Barry has done excellent work here .,0.19444
The biggest problem with this movie is that it 's not nearly long enough .,0
"While not all that bad of a movie , it 's nowhere near as good as the original .",0.5
Ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .,0.56944
"I have always appreciated a smartly written motion picture , and , whatever flaws Igby Goes Down may possess , it is undeniably that .",0.61111
You can sip your vintage wines and watch your Merchant Ivory productions ; I 'll settle for a nice cool glass of iced tea and a Jerry Bruckheimer flick any day of the week .,0.625
May be the most undeserving victim of critical overkill since Town and Country .,0.68056
"A chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness .",0.65278
"The movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the Cotswolds .",0.66667 and the lush scenery of the Cotswolds .
"Cold , nervy and memorable .",0.83333
Becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the Papin sisters .,0.5
Spend your Benjamins on a matinee .,0.76389
"All in all , it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .",0.5
Worth seeing just for Weaver and LaPaglia .,0.5
A pleasant piece of escapist entertainment .,0.5
Among the many pleasures are the lively intelligence of the artists and their perceptiveness about their own situations .,0.58333
"It 's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought .",0.70833
"It 's the cute frissons of discovery and humor between Chaplin and Kidman that keep this nicely wound clock not just ticking , but humming .",0.51389
"The storytelling may be ordinary , but the cast is one of those all-star reunions that fans of Gosford Park have come to assume is just another day of Brit cinema .",0.5
There 's something about a marching band that gets me where I live .,0.68056
"Cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective .",0.40278
"It 's definitely an improvement on the first Blade , since it does n't take itself so deadly seriously .",0.5
"A slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time .",0.65278
What 's infuriating about Full Frontal is that it 's too close to real life to make sense .,0.58333
What 's invigorating about it is that it does n't give a damn .,0.5
Is Red Dragon worthy of a place alongside the other Hannibal movies ?,0.56944
"As Hannibal would say , yes , ` It 's like having an old friend for dinner ' .",0.5
Writer-director Juan Carlos Fresnadillo makes a feature debut that is fully formed and remarkably assured .,0.68056
"insightfully written , delicately performed",0.5
Perhaps the grossest movie ever made .,0.48611
"Funny , though .",0.44444
This 90-minute postmodern voyage was more diverting and thought-provoking than I 'd expected it to be .,0.069444
One of those exceedingly rare films in which the talk alone is enough to keep us involved .,0.54167
"A heartbreakingly thoughtful minor classic , the work of a genuine and singular artist .",0.55556
An affectionately goofy satire that 's unafraid to throw elbows when necessary ...,0.58333
"Between them , De Niro and Murphy make Showtime the most savory and hilarious guilty pleasure of many a recent movie season .",0.5
"Jackson tries to keep the plates spinning as best he can , but all the bouncing back and forth ca n't help but become a bit tedious -- even with the breathtaking landscapes and villainous varmints there to distract you from the ricocheting .",0.5
"Filmmakers David Weissman and Bill Weber benefit enormously from the Cockettes ' camera craziness -- not only did they film performances , but they did the same at home .",0.5
Interesting both as a historical study and as a tragic love story .,0.52778
"A stylish but steady , and ultimately very satisfying , piece of character-driven storytelling .",0.65278
"It picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film .",0.30556
Graham Greene 's novel of colonialism and empire is elevated by Michael Caine 's performance as a weary journalist in a changing world .,0.48611
"Though it 's equally solipsistic in tone , the movie has enough vitality to justify the notion of creating a screen adaptation of Evans ' saga of Hollywood excess .",0.5
"Compulsively watchable , no matter how degraded things get .",0.66667
Delivers roughly equal amounts of beautiful movement and inside information .,0.52778
Bon app̩tit !,0.48611
"Just like a splendid meal , Red Dragon satisfies -- from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation .",0.5
"The structure is simple , but in its own way , Rabbit-Proof Fence is a quest story as grand as The Lord of the Rings .",0.5
"This charming , thought-provoking New York fest of life and love has its rewards .",0.5
"Some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options .",0.45833
Playfully profound ... and crazier than Michael Jackson on the top floor of a skyscraper nursery surrounded by open windows .,0.48611
A film that will enthrall the whole family .,0.55556
"The charm of the first movie is still there , and the story feels like the logical , unforced continuation of the careers of a pair of spy kids .",0.56944
K 19 stays afloat as decent drama\/action flick,0.51389
It sends you away a believer again and quite cheered at just that .,0.84722
"Like the best 60 Minutes expos̩ , the film -LRB- at 80 minutes -RRB- is actually quite entertaining .",0.69444
"an 83 minute document of a project which started in a muddle , seesawed back and forth between controlling interests multiple times , then found its sweet spot",0.5
"An emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do .",0.5
Nair does n't use -LRB- Monsoon Wedding -RRB- to lament the loss of culture .,0.52778
"Instead , she sees it as a chance to revitalize what is and always has been remarkable about clung-to traditions .",0.51389
"Both Grant and Hoult carry the movie because they are believable as people -- flawed , assured of the wrong things , and scared to admit how much they may really need the company of others .",0.5
"Leading a double life in an American film only comes to no good , but not here .",0.63889
Matters play out realistically if not always fairly .,0.58333
"In the affable Maid in Manhattan , Jennifer Lopez 's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly A-list players .",0.625
"Like Mike is a harmlessly na��ve slice of b-ball fantasy , fit for filling in during the real NBA 's off-season .",0.43056
"Though writer\/director Bart Freundlich 's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of Crudup 's anchoring performance .",0.40278
"What the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance .",0.43056
Just offbeat enough to keep you interested without coming close to bowling you over .,0.25
Probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent .,0.34722
What elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,0.26389
A film about female friendship that men can embrace and women will talk about for hours .,0.31944
"The directing and story are disjointed , flaws that have to be laid squarely on Taylor 's doorstep .",0.069444
But the actors make this worth a peek .,0.20833
"Light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in Birthday Girl -- it 's simply , and surprisingly , a nice , light treat .",0.51389
"It may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate .",0.5
"Massoud 's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history .",0.47222
"If villainous vampires are your cup of blood , Blade 2 is definitely a cut above the rest .",0.38889
Drumline ably captures the complicated relationships in a marching band .,0.5
"Because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we 've somehow never seen before .",0.38889
Does point the way for adventurous Indian filmmakers toward a crossover into nonethnic markets .,0.5
"Seems based on ugly ideas instead of ugly behavior , as Happiness was ... Hence , Storytelling is far more appealing .",0.47222
`` Sum '' is Jack Ryan 's `` do-over . '',0.43056
Give credit to everyone from Robinson down to the key grip that this bold move works .,0.23611
Especially give credit to Affleck .,0.5
An intelligently made -LRB- and beautifully edited -RRB- picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the Hollywood pipeline without a hitch .,0.51389
"A terrific date movie , whatever your orientation .",0.375
"Not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .",0.34722
What it lacks in originality it makes up for in effective if cheap moments of fright and dread .,0.26389
"The pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by Charlie Kaufman and his twin brother , Donald , and directed by Spike Jonze .",0.44444
A gem of a movie .,0.41667
"Witty , vibrant , and intelligent .",0.43056
"It 's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage .",0.11111
Miller comes at film with bracing intelligence and a vision both painterly and literary .,0.61111
"The film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .",0.5
"Eight Legged Freaks is clever and funny , is amused by its special effects , and leaves you feeling like you 've seen a movie instead of an endless trailer .",0.45833
"This is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative .",0.5
Mr. Scorsese 's bravery and integrity in advancing this vision can hardly be underestimated .,0.5
"A thriller whose style , structure and rhythms are so integrated with the story , you can not separate them .",0.5
"It 's a hoot watching The Rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire !",0.22222
Returning director Rob Minkoff ... and screenwriter Bruce Joel Rubin ... have done a fine job of updating White 's dry wit to a new age .,0.5
"Unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck .",0.5
"A strong script , powerful direction and splendid production design allows us to be transported into the life of Wladyslaw Szpilman , who is not only a pianist , but a good human being .",0.61111
An unflinching look at the world 's dispossessed .,0.5
"If the film fails to fulfill its own ambitious goals , it nonetheless sustains interest during the long build-up of expository material .",0.66667
Polanski has found the perfect material with which to address his own World War II experience in his signature style .,0.5
"It is life affirming and heartbreaking , sweet without the decay factor , funny and sad .",0.5
An off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world .,0.44444
"A colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters .",0.51389
"Frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him .",0.33333
Nicely combines the enigmatic features of ` Memento ' with the hallucinatory drug culture of ` Requiem for a Dream . ',0.33333
A well paced and satisfying little drama that deserved better than a ` direct-to-video ' release .,0.25
The best part about `` Gangs '' was Daniel Day-Lewis .,0.26389
A treat for its depiction on not giving up on dreams when you 're a struggling nobody .,0.5
"One of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them .",0.56944
A gripping documentary that reveals how deep the antagonism lies in war-torn Jerusalem .,0.43056
"Director Chris Wedge and screenwriters Michael Berg , Michael J. Wilson and Peter Ackerman create some episodes that rival vintage Looney Tunes for the most creative mayhem in a brief amount of time .",0.5
One of the film 's most effective aspects is its Tchaikovsky soundtrack of neurasthenic regret .,0.27778
Solondz creates some effective moments of discomfort for character and viewer alike .,0.51389
"The film 's appeal has a lot to do with the casting of Juliette Binoche as Sand , who brings to the role her pale , dark beauty and characteristic warmth .",0.5
"I was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .",0.65278
Somehow Ms. Griffiths and Mr. Pryce bring off this wild Welsh whimsy .,0.44444
"More mature than Fatal Attraction , more complete than Indecent Proposal and more relevant than 9 1\/2 Weeks , Unfaithful is at once intimate and universal cinema .",0.52778
